"ID","Title","Series","Text","Date1","Date2","Appt Pres","Case1","Case2","Case3","Citation"
1137,"Plessy v. Ferguson","SCt Case","Often listed in the worst decisions of the Supreme Court (along with Dred Scott, Korematsu, and Lochner), Plessey upheld ""separate but equal"" segregation against a strong, solo dissent from the first Justice Harlan.","1896",,,,,,"163 U.S. 537"
1138,"Northern Securities Co. v. United States","SCt Case","In a test of the Sherman Antitrust Act, the Supreme Court, 5-4, held that the Northern Securities Co., a holding company for railroads, had to be dissolved.","1904",,,,,,"193 U.S. 197"
1139,"Lochner v. New York","SCt Case","Interpreting the Due Process Clause of the 14th Amendment to guarantee liberty of contract, the Court struck down New York's maximum hours laws for bakers, enacted in order to safeguard their health.","1905",,,,,,"198 U.S. 45"
1140,"Ex parte Young","SCt Case","A seminal case that provides an end around state sovereign immunity, by allowing for injunctive relief against state officials.","1908",,,,,,"209 U.S. 123"
1141,"Muller v. Oregon","SCt Case","This case is perhaps most well-know for future Justice Brandeis's brief on behalf of Oregon, marshalling social science arguments in favor of Oregon's law restricting the length of the workweek for women. This was to become known as a ""Brandeis Brief.""","1908",,,,,,"208 U.S. 412"
1142,"Weeks v. United States","SCt Case","Federal agents cannot seize evidence from a home without a warrant and such evidence cannot be used at trial, thus establishing the exclusionary rule with regard to federal prosecutions.","1914",,,,,,"232 U.S. 383"
1143,"Pennsylvania Coal Co. v. Mahon","SCt Case","This case established the ""regulatory taking,"" in which a taking can occur not by physical deprivation of the property, but rather by governmental regulation of its use in a way that diminishes its useful value.","1922",,,,,,"260 U.S. 393"
1144,"Meyer v. Nebraska","SCt Case","In an early use of substantive due process to expand individual rights, the Court held that the Due Process Clause precluded Nebraska's ban on the teaching of foreign languages.","1923",,,,,,"262 U.S. 390"
1145,"Carroll v. United States","SCt Case","In establishing one of the first exceptions to the warrant requirement, the Supreme Court created an ""automobile exception"" allowing a warrantless search of a car.","1925",,,,,,"267 U.S. 132"
1146,"Pierce v. Society of Sisters","SCt Case","The Supreme Court held that a state's compulsory public education law forbidding private education, was a violation of substantive due process under the 14th Amendment.","1925",,,,,,"268 U.S. 510"
1147,"Buck v. Bell","SCt Case","The Supreme Court, in a heavily criticized decision, upheld a state statute mandating forced sterilization upon, among others, the mentally retarded, against a Due Process challenge.","1927",,,,,,"274 U.S. 200"
1148,"Near v. Minnesota","SCt Case","Though only a 5-4 decision at the time, Near established an almost insurmountable rule against prior restraints against publication under the First Amendment.","1931",,,,,,"283 U.S. 697"
1149,"Schechter Poultry Corp. v. United States","SCt Case","One of the cases that led to FDR's court-packing plan, the Court unanimously struck down part of the National Industrial Recovery Act as beyond Congress's Commerce Clause power.","1935",,,,,,"295 U.S. 495"
1150,"NLRB v. Jones & Laughlin Steel Corp.","SCt Case","A bend in the river that pointed towards the Court's acceptance of the New Deal, the Court upheld the National Labor Relations Act, the start of an almost 60-year unbroken string of Commerce Clause victories for Congress.","1937",,,,,,"301 U.S. 1"
1151,"Palko v. Connecticut","SCt Case","Though ultimately overruled, this case set the tone for the Court's ""selective incorporation"" of the Bill of Rights through the 14th Amendment; here, though, the Court held that the protection against double jeopardy did not apply to the states.","1937",,,,,,"302 U.S. 319"
1152,"United States v. Carolene Products Co.","SCt Case","Footnote 4 of this case, which was dicta, established the basis for heightened judicial review in cases of laws directed towards ""discrete and insular minorities.""","1938",,,,,,"304 U.S. 144"
1153,"Chaplinsky v. New Hampshire","SCt Case","The Supreme Court held that ""fighting words"" likely to provoke an immediate breach of the peace, are not entitled to First Amendment protection.","1942",,,,,,"315 U.S. 568"
1154,"Wickard v. Filburn","SCt Case","The Court upheld Congress's regulation of wheat that did not move in interstate commerce due to the cumulative effects the ""intrastate"" wheat on the price of ""interstate"" wheat were the former not regulated; perhaps the furthest extent granted to Congress's Commerce Clause power.","1942",,,,,,"317 U.S. 111"
1155,"Korematsu v. United States","SCt Case","The 20th Century analogue to Dred Scott, the Court upheld the executive order interning Japanese-American citizens during World War II. One of the Court's most criticized decisions.","1944",,,,,,"323 U.S. 214"
1156,"Shelley v. Kraemer","SCt Case","The Supreme Court held that a state court's enforcement of a restrictive covenant amounted to state action, and thus was unconstitutional under the 14th Amendment.","1948",,,,,,"334 U.S. 1"
1157,"Youngstown Sheet & Tube Co. v. Sawyer","SCt Case","The Supreme Court held that the president did not have the authority to seize the nation's steel mills, in order to avert a strike during the Korean War, without Constitutional or statutory authority; Justice Jackson's concurrence has emerged as the standard for assessing Presidential power.","1952",,,,,,"343 U.S. 579"
1158,"Brown v. Board of Education of Topeka","SCt Case","In one of the Supreme Court's most important and best-known cases, the Court unanimously struck down racial segregation in public schools.","1954",,,,,,"347 U.S. 483"
1159,"NAACP v. Alabama","SCt Case","The Supreme Court held that Alabama, in an attempt to keep the NAACP from agitating within the state, could not compel the NAACP to provide membership lists to the state by virtue of the Due Process Clause of the 14th Amendment.","1958",,,,,,"357 U.S. 449"
1160,"Mapp v. Ohio","SCt Case","In Mapp, the Supreme Court extended the exclusionary rule, which bars the use of evidence obtained in violation of the 4th Amendment in a criminal trial, to state criminal proceedings.","1961",,,,,,"367 U.S. 643"
1161,"Baker v. Carr","SCt Case","A watershed reapportionment case, in which the Supreme Court held that a dispute over legislative redistricting was not a ""political question"" and thus could be decided by the Court.","1962",,,,,,"369 U.S. 186"
1162,"Engel v. Vitale","SCt Case","The Supreme Court held that it is a violation of the Establishment Clause for states to compose an official prayer for recitation in their public schools.","1962",,,,,,"370 U.S. 421"
1163,"Gideon v. Wainwright","SCt Case","In Gideon, the Supreme Court unanimously extended the 6th Amendment guarantee of representation by counsel in a criminal trial to the states.","1963",,,,,,"372 U.S. 335"
1164,"New York Times Co. v. Sullivan","SCt Case","New York Times v. Sullivan set the standard for defamation of public figures, holding that plaintiffs must prove actual malice to prevail.","1964",,,,,,"376 U.S. 254"
1165,"Reynolds v. Sims","SCt Case","Upholding the principle of ""one man, one vote,"" the Supreme Court held that state legislative districts had to be of roughly equal populations.","1964",,,,,,"377 U.S. 533"
1166,"Griswold v. Connecticut","SCt Case","Finding a right to privacy in the ""penumbras"" of the Bill of Rights, the Court struck down a Connecticut statute outlawing the sale of contraceptives to married couples.","1965",,,,,,"381 U.S. 479"
1167,"Miranda v. Arizona","SCt Case","The Court held that in order to protect the right against self-incrimination, the police need to advise a person in custody of his constitutional right to remain silent and to have an attorney present at questioning.","1966",,,,,,"384 U.S. 436"
1168,"Terry v. Ohio","SCt Case","Terry set the standard for a brief, investigatory stop when a police officer has ""reasonable suspicion"" that the person under surveillance has committed or is about to commit a crime. The stop may include a pat-and-frisk for the officer's protection and does not require probable cause to arrest.","1968",,,,,,"392 U.S. 1"
1169,"Tinker v. Des Moines Indep. Cmty. Sch. Dist.","SCt Case","In a case dealing with junior & high school students' protest of the Vietnam War, the Court set the standard for evaluating student speech claims under the First Amendment, holding that students still retain some First Amendment rights even while in school.","1969",,,,,,"393 U.S. 503"
1170,"Bivens v. Six Unknown Named Agents","SCt Case","The Supreme Court in Bivens held that there was an implied cause of action against federal agents for some constitutional violations, in this case, a violation of the Fourth Amendment.","1971",,,,,,"403 U.S. 388"
1171,"Swann v. Charlotte-Mecklenburg Bd. of Educ.","SCt Case","In Swann, the Court upheld as a remedy in some cases the use of forced busing of students beyond district boundaries and the nearest school in order to integrate racially-segregated schools.","1971",,,,,,"402 U.S. 1"
1172,"Furman v. Georgia","SCt Case","With 5 concurring opinions in a 5-4 decision, the Court held that the standardless and arbitrary imposition of the death penalty as currently imposed was unconstitutional under the 8th Amendment.","1972",,,,,,"408 U.S. 238"
1173,"Roe v. Wade","SCt Case","Allegedly, Chief Justice Burger joined the majority so that he could assign the opinion, which went to his friend, Justice Blackmun. Of course, this is one of the Court's most controversial decisions, upholding the right to choose an abortion.","1973",,,,,,"410 U.S. 113"
1174,"United States v. Nixon","SCt Case","Ruling unanimously, the Court held that the president cannot claim executive privilege in order to prevent evidence from being presented in a criminal trial; arising out of the Watergate affair, President Nixon resigned 15 days after the opinion issued.","1974",,,,,,"418 U.S. 683"
1175,"Buckley v. Valeo","SCt Case","In the first major campaign finance reform case, the Supreme Court upheld most contribution limits, but struck down limits on candidates's own contributions.","1976",,,,,,"424 U.S. 1"
1176,"Gregg v. Georgia","SCt Case","Voting 7-2 to reinstate the death penalty after states revised their capital statutes in response to Furman, the majority opinion was a rare joint opinion by three justices: Stewart, Powell, and Stevens.","1976",,,,,,"428 U.S. 153"
1177,"Regents of the University of California v. Bakke","SCt Case","In a fractured 4-1-4 decision, the Court struck down U. of California-Davis's set aside program for med school, but upheld the use of affirmative action measures in some circumstances; Justice Powell's concurrence is considered the precedential opinion.","1978",,,,,,"438 U.S. 265"
1178,"Chevron U.S.A. v. NRDC","SCt Case","The Supreme Court articulated the standard to be applied in evaluating the level of deference to give to an agency interpretation of a Congressional statute, now known as ""Chevron deference.""","1984",,,,,,"467 U.S. 837"
1179,"Strickland v. Washington","SCt Case","Strickland is the seminal case regarding ineffective assistance of counsel. To meet the Strickland test, defendant's attorney's performance must have fallen below an objective standard of performance AND, had he performed adequately, the defendant would've prevailed.","1984",,,,,,"466 U.S. 668"
1180,"United States v. Leon","SCt Case","The Supreme Court held that the exclusionary rule will not bar the introduction of evidence seized under a faulty warrant if the officers executing the warrant acted in ""good faith"" on the warrant's validity.","1984",,,,,,"468 U.S. 897"
1181,"Garcia v. San Antonio Metro. Transit Auth.","SCt Case","Reversing a 9-year-old precedent, the Court held that Congress had power under the Commerce Clause to extend minimum wage and 40-hour workweek restrictions to employees of state and local governments.","1985",,,,,,"469 U.S. 528"
1182,"Batson v. Kentucky","SCt Case","The Supreme Court held that the use of peremptory challenges to exclude jurors solely on the basis of race violated the Equal Protection Clause.","1986",,,,,,"476 U.S. 79"
1183,"Employment Division v. Smith","SCt Case","The Supreme Court upheld Oregon's denial of unemployment benefits to employees fired for using peyote as part of a religious ceremony.","1990",,,,,,"494 U.S. 872"
1184,"Planned Parenthood v. Casey","SCt Case","In a joint opinion by Justices O'Connor, Kennedy, & Souter, Roe v. Wade was upheld, but Roe's trimester framework was replaced by O'Connor's undue burden test to determine whether a state's regulation of abortion is constitutional.","1992",,,,,,"505 U.S. 833"
1185,"United States v. Lopez","SCt Case","For the 1st time since the New Deal, the Court held that an act of Congress, the Gun-Free School Zone Act, was not a valid exercise of Congress's Commerce Clause power.","1995",,,,,,"514 U.S. 549"
1186,"Romer v. Evans","SCt Case","The Supreme Court, per Kennedy, struck down Colorado's state amendment 2, disallowing local governments from passing laws protecting gays from discrimination. Though vague, the court suggested the law did not survive even rational basis.","1996",,,,,,"517 U.S. 62"
1187,"Apprendi v. New Jersey","SCt Case","The watershed case in the sentencing revolution, Apprendi held that any fact that could increase the defendant's sentence, other than that of a prior conviction, must be found by the jury beyond a reasonable doubt, rather than by a judge as an aggravating sentencing factor.","2000",,,,,,"530 U.S. 466"
1188,"Bush v. Gore","SCt Case","Effectively ending the recount in Florida, the Court held 5-4 that it was an equal protection violation for contested votes to be evaluated differently in different Florida counties, effectively allowing Florida's prior certification of the results in favor of George W. Bush to stand.","2000",,,,,,"531 U.S. 98"
1189,"Stenberg v. Carhart","SCt Case","The Supreme Court narrowly struck down Nebraska's partial birth abortion ban on vagueness grounds.","2000",,,,,,"530 U.S. 914"
1190,"Lawrence v. Texas","SCt Case","Authored by Justice Kennedy, Lawrence delivered one of the harshest rebukes to prior Supreme Court precedent: ""Bowers was not correct when it was decided, and it is not correct today."" The Court thus struck down a Texas law criminalizing sodomy.","2003",,,,,,"539 U.S. 558"
1191,"McConnell v. FEC","SCt Case","In some 200+ pages, the Supreme Court upheld and struck down various portions of the McCain-Feingold Campaign Finance Reform Act. It did not get any clearer after this.","2003",,,,,,"540 U.S. 93"
1192,"Crawford v. Washington","SCt Case","In a seminal Confrontation Clause case, the Supreme Court held that for out of court testimonial statements to be admitted against a defendant, they must have been subjected to cross-examination.","2004",,,,,,"541 U.S. 36"
1193,"Hamdi v. Rumsfeld","SCt Case","The Supreme Court held, without a majority opinion, that the federal government cannot hold a US citizen indefinitely without due process, even if allegedly a terrorist.","2004",,,,,,"542 U.S. 507"
1194,"Kelo v. City of New London","SCt Case","In a controversial decision that led to many states changing their eminent domain laws, the Supreme Court upheld a city's taking of private property, holding that economic development can be a ""public purpose"" under the 5th Amendment.","2005",,,,,,"545 U.S. 469"
1195,"Roper v. Simmons","SCt Case","Overruling Stanford v. Kentucky, the Court held that it is unconstitutional to execute an offender for a crime committed while a minor.","2005",,,,,,"543 U.S. 551"
1196,"Hamdan v. Rumsfeld","SCt Case","In a 5-3 decision with 6 of 8 justices writing an opinion, the Court held that the military commissions at Guantanamo did not conform with the Uniform Code of Military Justice or the Geneva Conventions.","2006",,,,,,"548 U.S. 557"
1197,"PICS v. Seattle Sch. Dist. #1","SCt Case","The Court, in a 4-1-4 decision, struck down the race-based school assignments in Seattle and Jefferson County, KY, holding that they were not narrowly tailored to achieve the state's interest; Justice Kennedy's swing vote laid out the standard for a state's compelling interest in a diverse student body.","2007",,,,,,"551 U.S. 701"
1198,"District of Columbia v. Heller","SCt Case","Finally settling a long-standing dispute over the meaning of the Second Amendment, the Supreme Court held that it guaranteed an individual, rather than a collective, right to keep and bear arms for self-defense, at least when applied to the home.","2008",,,,,,"554 U.S. 570"
1199,"Citizens United v. FEC","SCt Case","The watershed Supreme Court case striking down parts of the McCain-Feingold Act, including the limit on independent expenditures by corporations and unions.","2010",,,,,,"558 U.S. 310"
